t;id;i;iso3;country;Out-degree;In-degree;Out-strength;In-strength;Out-degree_percent;In-degree percent;Out-strength-percent;In-strength_percent;Out-closenness;In-closenness;W-Out-closenness;W-In-closenness;Out-eigenvector;In-eigenvector;W-Out-eigenvector;W-In-eigenvector
2000;26;52;BRB;Barbados;0.519774;0.6384181;1551.622;6733.035;0.4559647;0.5600436;0.0043812;0.0190114;0.6755725;0.7344398;0.1325561;0.3449312;0.0608654;0.0720143;0.0001272;0.0013045
1999;26;52;BRB;Barbados;0.519774;0.6497175;1602.81;6291.319;0.473178;0.5914725;0.0050998;0.0200177;0.6755725;0.7405857;0.1778509;0.3652703;0.0621206;0.0753645;0.0001868;0.0014085
1998;26;52;BRB;Barbados;0.5084746;0.6327683;1596.197;5959.093;0.4704898;0.5854985;0.0052662;0.0196602;0.6704546;0.731405;0.1541002;0.3500291;0.0604414;0.074838;0.0001834;0.0013848
1997;26;52;BRB;Barbados;0.519774;0.6271186;1652.663;7150.179;0.4916631;0.5932022;0.0054068;0.0233924;0.6755725;0.728395;0.1521518;0.3559607;0.0645437;0.0762675;0.000218;0.0017185
1996;26;52;BRB;Barbados;0.3559322;0.3728814;1215.695;3087.877;0.352704;0.3694995;0.004128;0.0104853;0.6082474;0.6145833;0.2233451;0.2658771;0.0505974;0.0516489;0.000174;0.0006949
1995;26;52;BRB;Barbados;0.3163842;0.3615819;804.4156;2601.154;0.3341289;0.3818616;0.0028878;0.0093379;0.5939597;0.6103448;0.1004624;0.23044;0.046941;0.0541367;0.0001356;0.0006282
2010;27;96;BRN;Brunei darussalam;0.3615819;0.3954802;44247.71;14962.93;0.2940366;0.3216025;0.0534563;0.0180769;0.6103448;0.6232395;0.8372579;0.2922816;0.041968;0.0468316;0.0037868;0.0007582
2009;27;96;BRN;Brunei darussalam;0.3502825;0.4124294;35659.57;12466.46;0.2907795;0.3423694;0.0527966;0.0184575;0.6061644;0.6298932;0.8316795;0.3710572;0.0422277;0.0495589;0.0033084;0.0006515
2008;27;96;BRN;Brunei darussalam;0.3502825;0.3898305;57465.9;13051.09;0.280302;0.311949;0.0648104;0.0147191;0.6061644;0.6210526;0.7730513;0.3057063;0.0402173;0.0451882;0.0036075;0.0005585
2007;27;96;BRN;Brunei darussalam;0.3220339;0.3559322;39382.52;11110.02;0.2590674;0.2863376;0.051911;0.0146444;0.5959596;0.6082474;0.7002619;0.3041476;0.0379359;0.0419943;0.0027631;0.0005797
2006;27;96;BRN;Brunei darussalam;0.4124294;0.5141243;43277.11;11656.13;0.3364831;0.4194515;0.0655817;0.0176636;0.6298932;0.6730038;0.6714598;0.2841925;0.0472736;0.0570462;0.0034172;0.000701
2005;27;96;BRN;Brunei darussalam;0.3276836;0.3615819;31323.24;8205.556;0.2669858;0.294605;0.0545707;0.0142956;0.597973;0.6103448;0.7052278;0.3515122;0.0394528;0.0428138;0.0031912;0.000404
2004;27;96;BRN;Brunei darussalam;0.299435;0.3446328;24692.88;8009.863;0.2497762;0.2874782;0.0485525;0.0157494;0.5880399;0.6040956;0.6159635;0.3610874;0.0362503;0.0418258;0.0029228;0.0004832
2003;27;96;BRN;Brunei darussalam;0.4237288;0.4632768;24219.86;10418.46;0.3547441;0.3878536;0.058342;0.0250965;0.6344086;0.6507353;0.6780071;0.3255264;0.0504175;0.0530534;0.0034643;0.0009394
2002;27;96;BRN;Brunei darussalam;0.4011299;0.4689265;21659.13;10847.1;0.3408709;0.3984829;0.0607377;0.030418;0.6254417;0.6531366;0.6446849;0.3418978;0.0476336;0.055279;0.0033404;0.0013448
2001;27;96;BRN;Brunei darussalam;0.3898305;0.4858757;21338.5;7731.18;0.3354889;0.4181456;0.0621547;0.0225193;0.6210526;0.6604478;0.6075005;0.298783;0.0481239;0.0574011;0.0035076;0.0007207
2000;27;96;BRN;Brunei darussalam;0.2881356;0.3163842;18447.58;7493.608;0.252763;0.2775438;0.0520887;0.021159;0.5841584;0.5939597;0.5431756;0.3412445;0.0372391;0.0411297;0.0030464;0.0007084
1999;27;96;BRN;Brunei darussalam;0.2655367;0.3050847;11660.9;6990.019;0.2417323;0.2777349;0.0371026;0.0222408;0.5765472;0.59;0.6405545;0.3659137;0.0358001;0.0412906;0.0023535;0.000621
1998;27;96;BRN;Brunei darussalam;0.3728814;0.480226;12607.97;12321.97;0.3450259;0.4443515;0.0415962;0.0406526;0.6145833;0.6579925;0.6275479;0.3542009;0.0491657;0.0600959;0.0024599;0.0015981
1997;27;96;BRN;Brunei darussalam;0.3389831;0.4519774;17036.57;18129.79;0.3206498;0.4275331;0.0557364;0.059313;0.6020408;0.6459854;0.6678846;0.3909217;0.046475;0.0579075;0.003227;0.0023859
1996;27;96;BRN;Brunei darussalam;0.2542373;0.259887;14440.15;22809.78;0.2519315;0.2575299;0.0490334;0.0774536;0.5728155;0.5746753;0.6321821;0.3987173;0.0388281;0.0392401;0.002921;0.0032545
1995;27;96;BRN;Brunei darussalam;0.259887;0.2485876;12681.38;16811.59;0.274463;0.2625298;0.0455249;0.060352;0.5746753;0.5709677;0.5067934;0.3528659;0.041367;0.0402096;0.0029494;0.0022543
2010;28;64;BTN;Bhutan;0.2372881;0.3276836;1681.172;4438.136;0.1929615;0.2664706;0.002031;0.0053618;0.5673077;0.597973;0.2366613;0.2533473;0.0281283;0.0386967;0.0000337;0.0001307
2009;28;64;BTN;Bhutan;0.2655367;0.2881356;2484.802;2792.277;0.2204296;0.2391896;0.0036789;0.0041342;0.5765472;0.5841584;0.4094149;0.278968;0.0325611;0.0337664;0.0000614;0.0001089
2008;28;64;BTN;Bhutan;0.259887;0.3107345;3866.277;2815.676;0.207966;0.248655;0.0043604;0.0031755;0.5746753;0.5919732;0.448566;0.2193962;0.0298882;0.0357111;0.0000756;0.000088
2007;28;64;BTN;Bhutan;0.2090396;0.220339;1698.038;661.0231;0.1681665;0.1772566;0.0022382;0.0008713;0.5583596;0.5619048;0.2365143;0.0903798;0.0248835;0.0268422;0.0000318;0.000026
2006;28;64;BTN;Bhutan;0.1920904;0.2316384;1165.769;527.5679;0.1567181;0.1889836;0.0017666;0.0007995;0.553125;0.5654952;0.1937528;0.0872287;0.0233157;0.0288357;0.0000235;0.0000202
2005;28;64;BTN;Bhutan;0.2316384;0.2259887;650.118;798.7436;0.1887314;0.1841282;0.0011326;0.0013916;0.5654952;0.5636942;0.1508752;0.148638;0.0278649;0.0271852;0.0000172;0.0000311
2004;28;64;BTN;Bhutan;0.2033898;0.220339;397.275;1288.431;0.1696593;0.1837975;0.0007811;0.0025334;0.5566038;0.5619048;0.1294883;0.1634619;0.0254662;0.0280108;9.52E-06;0.0001011
2003;28;64;BTN;Bhutan;0.1920904;0.2429378;303.9556;671.9931;0.1608173;0.2033866;0.0007322;0.0016187;0.553125;0.5691319;0.118913;0.1584943;0.0238435;0.0303738;7.76E-06;0.0000234
2002;28;64;BTN;Bhutan;0.1920904;0.2316384;200.7222;342.8854;0.163234;0.1968409;0.0005629;0.0009615;0.553125;0.5654952;0.0875747;0.0975485;0.0238571;0.029879;6.65E-06;0.0000173
2001;28;64;BTN;Bhutan;0.2146893;0.2146893;161.1382;171.0438;0.184762;0.184762;0.0004694;0.0004982;0.5601266;0.5601266;0.0701719;0.0234596;0.0270432;0.0279092;5.95E-06;0.0000139
2000;28;64;BTN;Bhutan;0.1864407;0.2259887;144.8581;158.6031;0.1635526;0.1982455;0.000409;0.0004478;0.5514019;0.5636942;0.0590219;0.0251599;0.0233065;0.0294604;4.93E-06;0.0000124
1999;28;64;BTN;Bhutan;0.1581921;0.2033898;577.8732;1029.361;0.1440107;0.1851566;0.0018387;0.0032752;0.5429448;0.5566038;0.230783;0.223457;0.0219061;0.0275973;0.0000143;0.0000347
1998;28;64;BTN;Bhutan;0.1920904;0.2146893;557.6309;770.0283;0.1777406;0.1986513;0.0018397;0.0025405;0.553125;0.5601266;0.2240111;0.1792518;0.0263543;0.0294921;0.0000171;0.0000382
1997;28;64;BTN;Bhutan;0.2429378;0.1638418;120.9005;239.6035;0.229799;0.1549808;0.0003955;0.0007839;0.5691319;0.5446154;0.0413912;0.0632579;0.0333844;0.0241991;5.35E-06;0.00003
1996;28;64;BTN;Bhutan;0.1525424;0.1694915;216.1071;175.5401;0.1511589;0.1679543;0.0007338;0.0005961;0.5412844;0.5462963;0.0937185;0.0567793;0.0231814;0.0266659;6.36E-06;0.0000148
1995;28;64;BTN;Bhutan;0.180791;0.1751412;240.2448;156.4016;0.1909308;0.1849642;0.0008625;0.0005615;0.5496894;0.5479876;0.0935577;0.0303265;0.0284729;0.0293038;7.99E-06;0.0000191
2010;29;140;CAF;Central african republic;0.3672316;0.3898305;686.1482;2393.605;0.2986309;0.3170082;0.0008289;0.0028918;0.6124567;0.6210526;0.0517614;0.1275277;0.0430416;0.0460093;0.0000412;0.0001086
2009;29;140;CAF;Central african republic;0.4180791;0.4915254;748.2769;1726.113;0.3470594;0.4080293;0.0011079;0.0025556;0.6321428;0.6629214;0.0722603;0.0832742;0.0479851;0.0554696;0.0000544;0.0001576
2008;29;140;CAF;Central african republic;0.3841808;0.3898305;912.9667;1640.416;0.307428;0.311949;0.0010296;0.0018501;0.6188811;0.6210526;0.0350679;0.0979048;0.0441639;0.0451;0.0000435;0.0000949
2007;29;140;CAF;Central african republic;0.3841808;0.3954802;743.7267;1006.717;0.3090628;0.3181529;0.0009803;0.001327;0.6188811;0.6232395;0.0478979;0.0702335;0.0439549;0.0458194;0.0000303;0.0000699
2006;29;140;CAF;Central african republic;0.3615819;0.4067796;678.4485;1009.157;0.2949989;0.3318737;0.0010281;0.0015293;0.6103448;0.6276596;0.0656197;0.0664574;0.0424882;0.0475893;0.000036;0.0000762
2005;29;140;CAF;Central african republic;0.3898305;0.4689265;1182.817;1042.079;0.3176211;0.3820659;0.0020607;0.0018155;0.6210526;0.6531366;0.1334322;0.065708;0.0440385;0.0534717;0.0000637;0.0000628
2004;29;140;CAF;Central african republic;0.3559322;0.3672316;728.2593;620.7206;0.2969037;0.3063292;0.0014319;0.0012205;0.6082474;0.6124567;0.1133035;0.0657771;0.0431607;0.044635;0.0000536;0.0000712
2003;29;140;CAF;Central african republic;0.4180791;0.4519774;928.3408;655.8876;0.3500142;0.3783937;0.0022362;0.0015799;0.6321428;0.6459854;0.1791129;0.0912604;0.0492983;0.0525969;0.0000642;0.0000599
2002;29;140;CAF;Central african republic;0.4011299;0.4237288;1159.634;552.3513;0.3408709;0.3600749;0.0032519;0.0015489;0.6254417;0.6344086;0.291037;0.0911708;0.0481315;0.0503105;0.0000765;0.0000559
2001;29;140;CAF;Central african republic;0.4124294;0.4067796;548.4777;531.9479;0.3549375;0.3500754;0.0015976;0.0015495;0.6298932;0.6276596;0.0882282;0.093626;0.0486808;0.0493501;0.0000357;0.0000515
2000;29;140;CAF;Central african republic;0.4350283;0.4180791;1420.653;508.2635;0.3816226;0.3667542;0.0040114;0.0014351;0.6389892;0.6321428;0.2991548;0.0982662;0.0532142;0.0514667;0.0000743;0.0000386
1999;29;140;CAF;Central african republic;0.3559322;0.4293785;1325.671;652.7309;0.3240241;0.3908862;0.004218;0.0020769;0.6082474;0.6366907;0.328836;0.1185444;0.0451762;0.0543157;0.0000789;0.000065
1998;29;140;CAF;Central african republic;0.4011299;0.440678;1453.605;728.8451;0.3711642;0.4077578;0.0047957;0.0024046;0.6254417;0.6413044;0.3327254;0.1308649;0.0508285;0.0563483;0.0001057;0.0000869
1997;29;140;CAF;Central african republic;0.3559322;0.3954802;1015.988;679.2762;0.3366823;0.3740915;0.0033239;0.0022223;0.6082474;0.6232395;0.2527387;0.1319131;0.047742;0.0531166;0.0000718;0.0000762
1996;29;140;CAF;Central african republic;0.3672316;0.4180791;1026.364;895.4012;0.363901;0.4142873;0.0034852;0.0030405;0.6124567;0.6321428;0.2557403;0.1563398;0.0494248;0.0562531;0.0000889;0.000129
1995;29;140;CAF;Central african republic;0.3446328;0.4519774;1227.577;1258.76;0.3639618;0.477327;0.0044069;0.0045188;0.6040956;0.6459854;0.2482237;0.1689815;0.0486402;0.062835;0.000121;0.0002149
2010;30;124;CAN;Canada;0.9887006;0.9887006;2142547;2120123;0.8040062;0.8040062;2.588444;2.561352;0.9888268;0.9888268;0.9847506;0.3742467;0.09567;0.0966789;0.2313246;0.2813262
2009;30;124;CAN;Canada;0.9887006;0.9830508;1733034;1742838;0.8207485;0.8160586;2.565882;2.580397;0.9888268;0.9833333;0.9776402;0.4959211;0.0969472;0.0972786;0.23667;0.2803608
2008;30;124;CAN;Canada;0.9887006;0.9830508;2503435;2222572;0.791175;0.786654;2.823388;2.506629;0.9888268;0.9833333;0.8851326;0.4113574;0.0950301;0.0954022;0.2731207;0.2897706
2007;30;124;CAN;Canada;0.9887006;0.9830508;2287593;2071673;0.7953823;0.7908372;3.015328;2.730719;0.9888268;0.9833333;0.8564191;0.4208118;0.0954088;0.0959013;0.2863781;0.3096524
2006;30;124;CAN;Canada;0.9887006;0.9830508;2113556;1905710;0.8066375;0.8020281;3.20286;2.887892;0.9888268;0.9833333;0.788956;0.4884898;0.0961385;0.0969469;0.3055205;0.3264909
2005;30;124;CAN;Canada;0.9887006;0.9887006;1956794;1719361;0.8055607;0.8055607;3.409088;2.995436;0.9888268;0.9888268;0.8344694;0.5359275;0.0960583;0.0971634;0.3280412;0.3393712
2004;30;124;CAN;Canada;0.9887006;0.9830508;1727686;1489182;0.8247325;0.8200197;3.397069;2.928109;0.9888268;0.9833333;0.7249771;0.5354707;0.0974746;0.0982846;0.3238227;0.3276257
2003;30;124;CAN;Canada;0.9774011;0.9830508;1475747;1304806;0.8182764;0.8230063;3.554852;3.143081;0.9779006;0.9833333;0.7876772;0.4730339;0.0972808;0.0987697;0.3481871;0.3497543
2002;30;124;CAN;Canada;0.9830508;0.9774011;1369613;1204128;0.8353737;0.8305727;3.84074;3.376679;0.9833333;0.9779006;0.7396066;0.4632047;0.0984496;0.0992782;0.3787051;0.3732991
2001;30;124;CAN;Canada;0.9717514;0.9661017;1422852;1196322;0.8362912;0.831429;4.144476;3.484638;0.9725274;0.9672131;0.6786073;0.4166387;0.0987951;0.0994006;0.411976;0.3733034
2000;30;124;CAN;Canada;0.9717514;0.9661017;1515561;1301677;0.8524557;0.8474996;4.279346;3.67542;0.9725274;0.9672131;0.6119233;0.4419025;0.1002101;0.1004928;0.4207554;0.3854997
1999;30;124;CAN;Canada;0.9717514;0.9717514;1307606;1178309;0.8846371;0.8846371;4.160531;3.749134;0.9725274;0.9725274;0.7957941;0.4722119;0.1021471;0.1029379;0.407721;0.3921072
1998;30;124;CAN;Canada;0.9830508;0.9661017;1186982;1098769;0.9096136;0.8939307;3.916085;3.625054;0.9833333;0.9672131;0.7573214;0.4514064;0.1033571;0.1033593;0.3891802;0.3792007
1997;30;124;CAN;Canada;0.9717514;0.9717514;1195134;1068095;0.9191962;0.9191962;3.909971;3.494355;0.9725274;0.9725274;0.7729779;0.4496941;0.1044118;0.1052387;0.3964936;0.3714102
1996;30;124;CAN;Canada;0.9774011;0.9548023;1132370;925223.3;0.9685366;0.9461426;3.845109;3.141715;0.9779006;0.9567568;0.7423447;0.4297893;0.1071614;0.1069298;0.3813551;0.3264739
1995;30;124;CAN;Canada;0.9774011;0.9491525;1063366;892715;1.03222;1.002387;3.817382;3.20476;0.9779006;0.9516129;0.5779352;0.3814704;0.1110596;0.1109444;0.358716;0.3228194
2010;31;757;CHE;Switzerland;1;0.9887006;1260915;1215672;0.8131949;0.8040062;1.52333;1.468672;1;0.9888268;0.9724258;0.3729406;0.0960605;0.0962791;0.069038;0.0730022
2009;31;757;CHE;Switzerland;0.9943503;0.9830508;1061980;1073469;0.8254386;0.8160586;1.572338;1.589349;0.994382;0.9833333;0.9658745;0.4938003;0.0970554;0.0971115;0.0764851;0.084535
2008;31;757;CHE;Switzerland;0.9943503;0.9717514;1263938;1222569;0.795696;0.777612;1.425476;1.37882;0.994382;0.9725274;0.8742051;0.4094515;0.0952708;0.0947185;0.0705519;0.0817001
2007;31;757;CHE;Switzerland;0.9943503;0.9830508;1081148;1023122;0.7999273;0.7908372;1.425085;1.3486;0.994382;0.9833333;0.8465614;0.4187231;0.0956601;0.0957878;0.0671632;0.0758689
2006;31;757;CHE;Switzerland;0.9943503;0.9830508;888705.4;891503.2;0.8112469;0.8020281;1.346735;1.350974;0.994382;0.9833333;0.7796157;0.4858107;0.0963891;0.0968384;0.0620091;0.0692661
2005;31;757;CHE;Switzerland;1;0.9774011;806101.4;801255.6;0.8147671;0.7963543;1.404374;1.395932;1;0.9779006;0.8246191;0.532456;0.0963657;0.0964089;0.0635018;0.067007
2004;31;757;CHE;Switzerland;0.9943503;0.9661017;742990.1;699654.3;0.8294453;0.8058815;1.460907;1.375698;0.994382;0.9672131;0.7179123;0.532069;0.0976806;0.0973871;0.0665917;0.0666498
2003;31;757;CHE;Switzerland;0.9943503;0.960452;626298.8;605313.3;0.8324662;0.8040867;1.50866;1.458109;0.994382;0.9619565;0.7796872;0.4703768;0.0980874;0.0976158;0.0671633;0.0660399
2002;31;757;CHE;Switzerland;1;0.9661017;551828.9;523836.3;0.8497767;0.8209707;1.547468;1.468969;1;0.9672131;0.732115;0.4606236;0.0991642;0.0987618;0.0625012;0.0586114
2001;31;757;CHE;Switzerland;1;0.9717514;517002.6;531926.1;0.860602;0.8362912;1.505922;1.549391;1;0.9725274;0.671902;0.4147162;0.0998704;0.1000034;0.0584979;0.0628432
2000;31;757;CHE;Switzerland;1;0.9717514;520343.5;532891.4;0.8772365;0.8524557;1.469244;1.504674;1;0.9725274;0.6060664;0.43945;0.1010728;0.100802;0.0540156;0.0586483
1999;31;757;CHE;Switzerland;1;0.960452;513401.6;503486.8;0.9103534;0.8743507;1.633537;1.60199;1;0.9619565;0.7870662;0.4695703;0.103036;0.1024568;0.064486;0.0665995
1998;31;757;CHE;Switzerland;0.9943503;0.9661017;513356;511483.8;0.920069;0.8939307;1.693662;1.687486;0.994382;0.9672131;0.7497389;0.4490561;0.1036071;0.1035777;0.0690294;0.0730847
1997;31;757;CHE;Switzerland;0.9943503;0.9661017;500959.1;469148.6;0.9405729;0.9138521;1.638926;1.534856;0.994382;0.9672131;0.7645434;0.4473435;0.1051663;0.1048737;0.0655914;0.0718615
1996;31;757;CHE;Switzerland;0.9830508;0.9548023;512982.5;500338.4;0.974135;0.9461426;1.741898;1.698964;0.9833333;0.9567568;0.7349295;0.4278648;0.1074112;0.1071009;0.0749924;0.0846554
1995;31;757;CHE;Switzerland;0.9830508;0.9548023;517665.4;487284.3;1.038186;1.008353;1.858369;1.749304;0.9833333;0.9567568;0.5739913;0.3799452;0.1113926;0.111514;0.0800546;0.0881956
2010;32;152;CHL;Chile;0.9265537;0.8135593;404935.2;312166.9;0.7534687;0.6615823;0.4892083;0.3771335;0.9315789;0.8428571;0.955837;0.3655585;0.0919878;0.0833076;0.0357278;0.0244024
2009;32;152;CHL;Chile;0.8983051;0.7966102;303688.1;214223.8;0.7457086;0.6612888;0.4496322;0.3171737;0.9076923;0.8309859;0.9428656;0.4778895;0.091171;0.0834131;0.0328934;0.0190815
2008;32;152;CHL;Chile;0.8870056;0.8079096;376815.4;320999.4;0.709797;0.646503;0.4249746;0.3620249;0.8984771;0.8388625;0.8339941;0.4014882;0.0886166;0.0821994;0.0274155;0.0222751
2007;32;152;CHL;Chile;0.8700565;0.740113;377862.7;245093.7;0.6999364;0.5954005;0.4980693;0.3230635;0.885;0.793722;0.8179218;0.4076965;0.0879185;0.077721;0.0317632;0.0179318
2006;32;152;CHL;Chile;0.8700565;0.7514125;319856.3;203259.5;0.709841;0.6130445;0.4847068;0.3080173;0.885;0.800905;0.7551861;0.4671544;0.0885786;0.0789135;0.0285084;0.0146484
2005;32;152;CHL;Chile;0.8926554;0.7118644;221540.7;173175.9;0.7273062;0.5800037;0.3859638;0.3017037;0.9030612;0.7763158;0.7880539;0.5114345;0.0898525;0.0760355;0.0232003;0.014117
2004;32;152;CHL;Chile;0.8757062;0.7344633;180298.5;126650.1;0.7304774;0.6126584;0.3545125;0.2490261;0.8894472;0.7901786;0.6819229;0.5031932;0.0904087;0.0790306;0.0201188;0.0110923
2003;32;152;CHL;Chile;0.8361582;0.7231638;118797.5;100202.7;0.7000284;0.6054299;0.2861655;0.2413732;0.8592233;0.7831858;0.7349342;0.4455696;0.0874798;0.0788809;0.0156579;0.0101183
2002;32;152;CHL;Chile;0.8474576;0.7062147;101179.9;88829.34;0.7201498;0.6001248;0.2837341;0.2490999;0.8676471;0.7729257;0.6973034;0.4394886;0.0893474;0.0780355;0.0149122;0.0103849
2001;32;152;CHL;Chile;0.8700565;0.6836158;106895.6;95981.28;0.7487723;0.5883211;0.3113649;0.2795737;0.885;0.7596567;0.6431493;0.4015681;0.0919989;0.0769913;0.0153063;0.0124128
2000;32;152;CHL;Chile;0.8587571;0.6553673;105255.9;97438.58;0.753333;0.574912;0.2972012;0.275128;0.8762376;0.7436975;0.5773723;0.4242671;0.0922355;0.0755051;0.0138707;0.0116905
1999;32;152;CHL;Chile;0.8757062;0.700565;89948.03;79134.25;0.7972021;0.6377617;0.2861959;0.2517887;0.8894472;0.7695652;0.7390929;0.4524778;0.0956586;0.0816298;0.01375;0.0116141
1998;32;152;CHL;Chile;0.8305085;0.6666667;85927.44;98785.69;0.7684667;0.6168644;0.2834915;0.3259134;0.8550724;0.75;0.6977746;0.4392947;0.0932347;0.0792449;0.0133143;0.0173947
1997;32;152;CHL;Chile;0.8361582;0.7118644;97228.34;105594.2;0.7909363;0.6733647;0.3180899;0.3454594;0.8592233;0.7763158;0.7148493;0.4380831;0.0946622;0.0841345;0.0152391;0.0186988
1996;32;152;CHL;Chile;0.8248588;0.7627119;93887.13;98013.95;0.8173777;0.7557945;0.3188058;0.332819;0.8509616;0.8082192;0.6846373;0.4184569;0.0966918;0.0912707;0.0154809;0.0179954
1995;32;152;CHL;Chile;0.7853107;0.7175141;92664.45;87160.53;0.8293556;0.7577565;0.3326564;0.3128979;0.8232558;0.7797357;0.5459862;0.371262;0.0973598;0.0904908;0.0163873;0.0166069
2010;33;156;CHN;China;1;0.9943503;9996222;6315225;0.8131949;0.8086006;12.07659;7.629518;1;0.994382;0.9917992;0.3743374;0.0960605;0.0965864;0.557396;0.3225239
2009;33;156;CHN;China;1;0.9943503;7747215;4548320;0.8301285;0.8254386;11.47031;6.734116;1;0.994382;0.9840422;0.4959301;0.0973263;0.0977083;0.5463305;0.2893017
2008;33;156;CHN;China;1;0.9943503;9181247;5006293;0.800217;0.795696;10.35466;5.646125;1;0.994382;0.8902752;0.4107955;0.095398;0.0958104;0.5194769;0.2445144
2007;33;156;CHN;China;1;0.9887006;7772189;4199920;0.8044723;0.7953823;10.2447;5.536009;1;0.9888268;0.8604378;0.4200706;0.0957818;0.0961757;0.5090454;0.2311697
2006;33;156;CHN;China;0.9943503;0.9661017;6364923;3539100;0.8112469;0.7882001;9.645336;5.363115;0.994382;0.9672131;0.7912816;0.4871994;0.0962751;0.0955999;0.4903023;0.2161766
2005;33;156;CHN;China;1;0.9717514;5135554;2970978;0.8147671;0.791751;8.947061;5.175979;1;0.9725274;0.8365965;0.5341964;0.0963657;0.0961256;0.4648086;0.201977
2004;33;156;CHN;China;1;0.9774011;4142937;2577564;0.8341581;0.8153071;8.146066;5.068144;1;0.9779006;0.7258363;0.5336828;0.0978055;0.0976862;0.4255501;0.2021709
2003;33;156;CHN;China;1;0.9548023;3123419;1967522;0.8371961;0.7993568;7.523848;4.739466;1;0.9567568;0.7882216;0.4715214;0.0981936;0.0966806;0.389486;0.1807667
2002;33;156;CHN;China;1;0.960452;2407255;1409435;0.8497767;0.8161697;6.750552;3.952413;1;0.9619565;0.7395552;0.4612455;0.0991642;0.0980398;0.3472306;0.1457189
2001;33;156;CHN;China;1;0.9548023;2058403;1148014;0.860602;0.8217047;5.995703;3.343929;1;0.9567568;0.6782043;0.4149265;0.0998704;0.0982989;0.2983559;0.1261685
2000;33;156;CHN;China;1;0.9661017;1965520;1069454;0.8772365;0.8474996;5.549851;3.019716;1;0.9672131;0.6114708;0.4397663;0.1010728;0.1000807;0.276087;0.1075778
1999;33;156;CHN;China;1;0.9265537;1565307;792387.9;0.9103534;0.8434912;4.98048;2.521213;1;0.9315789;0.7947073;0.4693578;0.103036;0.0995856;0.2530576;0.0932219
1998;33;156;CHN;China;1;0.9096045;1434223;718139.7;0.9252967;0.841654;4.731784;2.369284;1;0.9170985;0.756195;0.448548;0.1038442;0.0995511;0.2449293;0.0936621
1997;33;156;CHN;China;1;0.8870056;1402012;747174.8;0.9459171;0.8390338;4.586791;2.44444;1;0.8984771;0.7710856;0.447084;0.1054266;0.099021;0.2368122;0.1021594
1996;33;156;CHN;China;1;0.8926554;1226146;728787.4;0.9909305;0.8845594;4.163537;2.474692;1;0.9030612;0.7401081;0.4275042;0.1079121;0.1017774;0.2193284;0.1120264
1995;33;156;CHN;China;0.9943503;0.9039548;1151677;701561.8;1.050119;0.954654;4.134409;2.518539;0.994382;0.9123712;0.5764949;0.3796534;0.1115295;0.1061977;0.2125186;0.1165838
2010;34;384;CIV;Cote d'ivoire;0.8079096;0.8248588;63865.41;43616.24;0.656988;0.6707709;0.0771568;0.0526934;0.8388625;0.8509616;0.6459571;0.3216572;0.0835067;0.0853255;0.00257;0.0016028
2009;34;384;CIV;Cote d'ivoire;0.7966102;0.8079096;60773.03;38426.79;0.6612888;0.6706688;0.0899789;0.0568936;0.8309859;0.8388625;0.6749271;0.4010928;0.0833428;0.0839538;0.0030325;0.0019608
2008;34;384;CIV;Cote d'ivoire;0.8305085;0.7966102;61361.85;44107.25;0.664587;0.637461;0.0692042;0.0497444;0.8550724;0.8309859;0.5805703;0.3483945;0.0838742;0.0825947;0.0026745;0.0016351
2007;34;384;CIV;Cote d'ivoire;0.7909604;0.7570621;51287.79;37261.13;0.6363058;0.6090356;0.0676036;0.0491147;0.8271028;0.8045455;0.6312243;0.3520736;0.0810629;0.0788778;0.0023128;0.0015607
2006;34;384;CIV;Cote d'ivoire;0.7966102;0.7627119;48882.04;33041.18;0.6499193;0.6222632;0.0740753;0.0500702;0.8309859;0.8082192;0.6176759;0.4088462;0.0822911;0.0800019;0.0025436;0.0014182
2005;34;384;CIV;Cote d'ivoire;0.7853107;0.7627119;45027.66;31887;0.6398453;0.6214325;0.0784463;0.0555529;0.8232558;0.8082192;0.6540001;0.454818;0.0812912;0.0803058;0.0028252;0.0015766
