all_codes,country_code_2,country_code_1,log_normalized_n_events_all,log_normalized_mean_imports_dollars,centroid_dist_meters,wals_euclidean_dist,asjp_dist,country_name_1,country_name_2,cont_order_1,cont_order_2
CZIL,CZ,IL,-12.509615015016093,-21.484678872432585,2612290.514473894,NA,NA,Israel,Czech Republic,3,4
CZIN,CZ,IN,-18.2481831147755,-23.516463818308708,6334213.767393936,NA,0.8306142462333957,India,Czech Republic,3,4
CZIQ,CZ,IQ,-14.279265768940357,-23.739313153947673,3024912.9688679394,NA,NA,Iraq,Czech Republic,3,4
CZIT,CZ,IT,-15.701201322888464,-19.732803771170442,787697.6960911666,NA,0.8044040295979318,Italy,Czech Republic,4,4
CZJO,CZ,JO,-12.281457626263382,-23.6724816011832,2724507.170057858,NA,NA,Jordan,Czech Republic,3,4
CZJP,CZ,JP,-16.947843994032507,-21.86807216292605,8968509.065057915,NA,0.904609075510386,Japan,Czech Republic,3,4
CZKR,CZ,KR,-13.36255295239547,-21.578062270908728,8328917.101849895,NA,0.8849068378354285,Republic of Korea,Czech Republic,3,4
CZKW,CZ,KW,-15.720105733862473,-23.791288980948377,3553182.7127571823,NA,NA,Kuwait,Czech Republic,3,4
CZKZ,CZ,KZ,-16.482806956665538,-21.44994005384983,3803707.4936687276,NA,0.9055897298742979,Kazakhstan,Czech Republic,3,4
CZLT,CZ,LT,-13.587153070028291,-20.917234608304444,920310.6233550438,NA,0.8126058660961042,Lithuania,Czech Republic,4,4
CZLV,CZ,LV,-12.950510591307804,-21.51799671243689,1043017.0723777392,NA,NA,Latvia,Czech Republic,4,4
CZMA,CZ,MA,-16.90581503453924,-22.78104171098677,2579122.8206890584,NA,NA,Morocco,Czech Republic,1,4
CZMK,CZ,MK,-14.75088656185761,-22.568014838831317,1034272.3819683831,NA,0.4524382633502719,The former Yugoslav Republic of Macedonia,Czech Republic,4,4
CZMY,CZ,MY,-15.92350772897301,-21.798177406064852,10343951.06614874,NA,NA,Malaysia,Czech Republic,3,4
CZNL,CZ,NL,-15.746769108935702,-18.939234100881105,714405.8926390774,NA,0.8461264152625478,Netherlands,Czech Republic,4,4
CZNO,CZ,NO,-12.647014097357605,-20.759949611862034,1397938.1042292195,NA,0.8518320406525809,Norway,Czech Republic,4,4
CZOM,CZ,OM,-15.756535795241938,-24.24398431830895,4875524.1359736165,NA,NA,Oman,Czech Republic,3,4
CZPE,CZ,PE,-16.144977110177578,-23.980128108575684,10938083.566444572,NA,0.8037799768208969,Peru,Czech Republic,2,4
CZPH,CZ,PH,-17.837671610451004,-22.83714391262144,10097696.547420448,NA,0.8008380137291611,Philippines,Czech Republic,3,4
CZPK,CZ,PK,-18.468187651767114,-23.795523949339216,5050199.918981977,NA,0.8634215922260854,Pakistan,Czech Republic,3,4
CZPL,CZ,PL,-13.178947584603184,-18.76543709934493,431226.1363201107,NA,0.39270749754836404,Poland,Czech Republic,4,4
CZPT,CZ,PT,-15.49587984177974,-21.029254538467423,2136736.4490804835,NA,0.8496032807345992,Portugal,Czech Republic,4,4
CZQA,CZ,QA,-15.674902117681086,-23.58060682011814,4116186.6701766024,NA,NA,Qatar,Czech Republic,3,4
CZRO,CZ,RO,-14.199881776364759,-20.136580365615455,854446.97496297,NA,0.8102879557814032,Romania,Czech Republic,4,4
CZRS,CZ,RS,-14.056866453136152,NA,785687.041239966,NA,0.3897655344566283,Serbia,Czech Republic,4,4
CZRU,CZ,RU,-13.421446825397647,-20.345157273921064,5169486.971674894,NA,0.5537131140233574,Russian Federation,Czech Republic,4,4
CZSA,CZ,SA,-14.978587354614382,-23.266021339947287,3777421.9153929544,NA,NA,Saudi Arabia,Czech Republic,3,4
CZSE,CZ,SE,-16.140173041957794,-19.827460730876368,1363663.7622176006,NA,0.7979852010341446,Sweden,Czech Republic,4,4
CZSI,CZ,SI,-13.518233898433827,-19.82774974568086,389815.663888034,NA,0.3180886154943389,Slovenia,Czech Republic,4,4
CZSK,CZ,SK,-11.537454571884194,-17.431456356110818,348712.00277484464,NA,0.292591602032629,Slovakia,Czech Republic,4,4
CZTH,CZ,TH,-16.793858177816357,-21.75440170468704,8394383.831589134,NA,0.882410626727289,Thailand,Czech Republic,3,4
CZTR,CZ,TR,-15.097100976723798,-21.153924481242903,1970610.360684048,NA,0.8652046001604706,Turkey,Czech Republic,3,4
CZTW,CZ,TW,-16.650486113119932,-21.606170136168117,9073012.520916028,NA,0.8940893286975128,"Taiwan, Province of China",Czech Republic,3,4
CZUA,CZ,UA,-13.892368343951327,-20.229126002075784,1232347.3616671169,NA,0.4965677097263083,Ukraine,Czech Republic,4,4
CZUS,CZ,US,-14.708031923425116,-22.39641572667854,8139808.22851375,NA,0.8008380137291611,United States of America,Czech Republic,2,4
CZVN,CZ,VN,-13.905062495793102,-22.804512256967698,8852509.406733658,NA,0.8925737719532852,Viet Nam,Czech Republic,3,4
CZZA,CZ,ZA,-16.593093118337062,-21.807438429667048,8944302.866688276,NA,0.8008380137291611,South Africa,Czech Republic,1,4
DEDK,DE,DK,-15.279181510441413,-20.52606826331766,502014.0706359462,100.3247057541851,0.6068467504680395,Denmark,Germany,4,4
DEDZ,DE,DZ,-14.563250367450088,-21.895729869631108,2690231.6853104956,26.158017745560464,NA,Algeria,Germany,1,4
DEEE,DE,EE,-14.004182350440846,-22.37751775753725,1284664.4695219058,NA,0.8632432914326469,Estonia,Germany,4,4
DEEG,DE,EG,-13.169777416022898,-22.446859606177934,3181557.4520023246,26.158017745560464,NA,Egypt,Germany,1,4
DEES,DE,ES,-14.256486556070909,-20.12446536826729,1698887.0048855008,160.22523713848832,0.8289203886957297,Spain,Germany,4,4
DEFI,DE,FI,-15.565652924991056,-20.725614791812383,1658785.6011462673,80.72117929905873,0.5778728715342782,Finland,Germany,4,4
DEFR,DE,FR,-10.794049620262477,-19.26840200405023,873052.3514286781,NA,0.8534367477935277,France,Germany,4,4
DEGB,DE,GB,-12.232233329427032,-19.66562163430687,1013834.5682585092,150.1034955562486,0.6117500222875992,United Kingdom of Great Britain and Northern Ireland,Germany,4,4
DEGR,DE,GR,-11.036856574753592,-21.698392184663636,1653497.9582516507,NA,0.8625300882588928,Greece,Germany,4,4
DEHK,DE,HK,-17.59964921331042,NA,NA,150.1034955562486,0.6117500222875992,Hong Kong,Germany,3,4
DEHR,DE,HR,-13.94442257099784,-20.933992905281123,795775.7462671902,NA,0.8200053490238032,Croatia,Germany,4,4
DEHU,DE,HU,-13.360795877202731,-20.055497409528435,851829.6003210909,169.5971123368889,0.8875813497370063,Hungary,Germany,4,4
DEIE,DE,IE,-15.131414094984954,-20.727981753213818,1268196.679542339,150.1034955562486,0.6117500222875992,Ireland,Germany,4,4
DEIL,DE,IL,-12.864985257951119,-21.485669443429007,2979515.5392586025,101.87597425797114,NA,Israel,Germany,3,4
DEIN,DE,IN,-15.039098390958454,-21.710950218155823,6672355.178935797,121.04028125031165,0.8378354283676562,India,Germany,3,4
DEIQ,DE,IQ,-13.312437514540022,-23.690665621969657,3395636.239468014,26.158017745560464,NA,Iraq,Germany,3,4
DEIT,DE,IT,-13.634658293161817,-19.553435204286085,980660.1694287101,105.33957286180707,0.769902826067576,Italy,Germany,4,4
DEJO,DE,JO,-14.519642322831697,-23.456749991370142,3093166.233137503,26.158017745560464,NA,Jordan,Germany,3,4
DEJP,DE,JP,-13.80485430024145,-20.919100912163035,9036352.63561864,147.12929960526483,0.8882945529107604,Japan,Germany,3,4
DEKR,DE,KR,-14.27609191843191,-20.788812241951135,8438208.185918551,135.20870887329363,0.9332263528572703,Republic of Korea,Germany,3,4
DEKW,DE,KW,-16.296157457408412,-22.78011821944387,3923853.841199086,26.158017745560464,NA,Kuwait,Germany,3,4
DEKZ,DE,KZ,-15.191871041095647,-20.858642432742663,4046586.519771221,25.342422092968192,0.8846393866452706,Kazakhstan,Germany,3,4
DELT,DE,LT,-13.638043292012838,-21.662031440948017,1017621.0365969082,62.66510596697005,0.8323972541677811,Lithuania,Germany,4,4
DELV,DE,LV,-13.201997108547353,-22.263913111653412,1120917.0975310043,104.142004289147,NA,Latvia,Germany,4,4
DEMA,DE,MA,-17.166967009872607,-23.039113892103316,2511984.1976395138,26.158017745560464,NA,Morocco,Germany,1,4
DEMK,DE,MK,-15.668804316583692,-22.02338085636019,1385770.2374219117,11.360185653732751,0.7929036284211465,The former Yugoslav Republic of Macedonia,Germany,4,4
DEMX,DE,MX,-18.028088508739653,-21.855181506601834,9466347.664531624,160.22523713848832,0.8289203886957297,Mexico,Germany,2,4
DEMY,DE,MY,-17.83520570917339,-20.97614323796699,10626668.691963164,NA,NA,Malaysia,Germany,3,4
DENL,DE,NL,-14.997261393145267,-18.990405745341565,343970.7929642923,NA,0.5153784434340732,Netherlands,Germany,4,4
DENO,DE,NO,-15.785673002010755,-20.3838912109959,1169244.0660406759,55.2410714909589,0.677543015066417,Norway,Germany,4,4
DENZ,DE,NZ,-16.315690463596496,-22.905379411328923,18400284.974182338,150.1034955562486,0.6117500222875992,New Zealand,Germany,5,4
DEOM,DE,OM,-17.14939632070867,-23.412760609635516,5244975.291084484,26.158017745560464,NA,Oman,Germany,3,4
DEPE,DE,PE,-15.888677158673824,-23.60592998019171,10647843.048635004,160.22523713848832,0.8289203886957297,Peru,Germany,2,4
DEPH,DE,PH,-17.632413677481065,-22.02792033890138,10313888.611325294,150.1034955562486,0.6117500222875992,Philippines,Germany,3,4
DEPK,DE,PK,-15.64342427359552,-22.66571593780815,5379340.640956741,34.03496717388132,0.838102879557814,Pakistan,Germany,3,4
DEPL,DE,PL,-13.785944397240371,-19.605271221593554,656601.9772716842,59.552392496756084,0.8603013283409111,Poland,Germany,4,4
DEPT,DE,PT,-17.640664543542258,-21.285524049523634,1956387.625619482,67.16845004095326,0.8338236605152893,Portugal,Germany,4,4
DEQA,DE,QA,-14.497274443968793,-22.797031035174466,4487081.293430776,26.158017745560464,NA,Qatar,Germany,3,4
DERO,DE,RO,-13.772747018650188,-21.436706233194457,1224683.5372845246,20.134196413550395,0.786039047873763,Romania,Germany,4,4
DERS,DE,RS,-14.150067151388322,NA,1144399.2220126947,NA,0.8200053490238032,Serbia,Germany,4,4
DERU,DE,RU,-11.364902020686014,-20.72473713382412,5245290.661681397,145.1532214353731,0.8254435232236783,Russian Federation,Germany,4,4
DESA,DE,SA,-13.868514890603253,-21.771232638557528,4149746.54765015,26.158017745560464,NA,Saudi Arabia,Germany,3,4
DESE,DE,SE,-14.955287116362898,-20.40898851218794,1199976.7082722336,80.72117929905873,0.5778728715342782,Sweden,Germany,4,4
DESG,DE,SG,-14.3639657835832,-20.635345799532445,10128199.44039986,150.1034955562486,0.6117500222875992,Singapore,Germany,3,4
DESI,DE,SI,-15.342023520459753,-20.096865238064563,676649.582491035,10.048490232166595,0.800124810555407,Slovenia,Germany,4,4
DESK,DE,SK,-15.875438336304539,-19.296835284326612,715419.4398913948,NA,0.8339128109120086,Slovakia,Germany,4,4
DETH,DE,TH,-15.35258483273904,-22.01377524857994,8683640.824208107,136.4400590060447,0.8603013283409111,Thailand,Germany,3,4
DETR,DE,TR,-12.81471995276666,-21.077460701267324,2342618.0433400744,116.94910755988381,0.8769724525274137,Turkey,Germany,3,4
DETW,DE,TW,-16.670730308361147,-20.765394781262792,9256963.199531315,123.89013320546847,0.9194971917625033,"Taiwan, Province of China",Germany,3,4
DEUA,DE,UA,-10.964532389811575,-20.709787941449072,1549627.0285109407,35.47989623890871,0.8416688954265846,Ukraine,Germany,4,4
DEUS,DE,US,-12.669690494227597,-20.799566011603392,7772271.696315879,150.1034955562486,0.6117500222875992,United States of America,Germany,2,4
DEVN,DE,VN,-15.131309644859167,-22.290778757496476,9112649.371733062,135.80912206980526,0.8467504680395828,Viet Nam,Germany,3,4
DEZA,DE,ZA,-15.884084220840185,-21.118879077529478,9198807.000547491,150.1034955562486,0.6117500222875992,South Africa,Germany,1,4
DKEE,DK,EE,-12.603815696309734,-21.167991327196596,1010630.1879374502,NA,0.9074618882054025,Estonia,Denmark,4,4
DKEG,DK,EG,-16.750100127395367,-23.89530081053531,3603846.5151603455,98.38964110541342,NA,Egypt,Denmark,1,4
DKFI,DK,FI,-14.609265226420508,-19.920888893682406,1252778.6387582312,128.13289166617045,0.5377551930106089,Finland,Denmark,4,4
DKFR,DK,FR,-14.510534712017959,-21.53877950939435,1244403.6288563777,NA,0.8369439244004635,France,Denmark,4,4
DKGB,DK,GB,-14.881222589471005,-20.873709196324032,919448.3770881863,208.1559704949568,0.5957921012748506,United Kingdom of Great Britain and Northern Ireland,Denmark,4,4
DKGR,DK,GR,-14.530733882363139,-22.239932999291725,2089657.2826409165,NA,0.8718908799144156,Greece,Denmark,4,4
DKHR,DK,HR,-14.330960174578431,-21.679184119550225,1266076.0308076409,NA,0.8113577605420345,Croatia,Denmark,4,4
DKHU,DK,HU,-15.861850486552918,-21.639405140440022,1215546.6227351502,196.06687144004516,0.8863332441829366,Hungary,Denmark,4,4
DKID,DK,ID,-17.302790742221493,-23.82225774326735,11714734.46850606,170.19283334463674,0.8949808326647053,Indonesia,Denmark,3,4
DKIL,DK,IL,-13.655255020942468,-22.258491870072483,3337805.805336888,142.11186110414397,NA,Israel,Denmark,3,4
DKIN,DK,IN,-18.00777519825891,-24.080855753820064,6760878.324351654,156.726650014041,0.8217883569581885,India,Denmark,3,4
DKIQ,DK,IQ,-14.795660017468743,-24.178223654341853,3654097.939329145,98.38964110541342,NA,Iraq,Denmark,3,4
DKJP,DK,JP,-15.23636607036369,-22.777124213317872,8677303.974514525,207.44169992710346,0.9129000624052778,Japan,Denmark,3,4
DKKR,DK,KR,-15.109263717119848,-22.671502667711145,8124037.4210088765,198.95034518961572,0.9046982259071054,Republic of Korea,Denmark,3,4
DKLT,DK,LT,-12.425200615767904,-20.745475615505914,869994.8766235375,117.5407683370947,0.8586074708032451,Lithuania,Denmark,4,4
DKLV,DK,LV,-12.255947935023823,-21.01645022863879,926408.0301908592,144.02215337137062,NA,Latvia,Denmark,4,4
DKMA,DK,MA,-16.78346564276048,-23.988814980864383,2914715.9407551102,98.38964110541342,NA,Morocco,Denmark,1,4
DKNL,DK,NL,-15.138572522372376,-20.348060286833977,477516.66902445874,NA,0.6839618436302042,Netherlands,Denmark,4,4
DKNO,DK,NO,-13.058561234349217,-19.50468097194113,667916.944759641,112.46633049821826,0.5237585807256843,Norway,Denmark,4,4
DKPH,DK,PH,-17.79125811897489,-23.631840406108207,10131114.576520698,208.1559704949568,0.5957921012748506,Philippines,Denmark,3,4
DKPK,DK,PK,-17.750602175080058,-23.814580403836903,5449604.7218347695,105.08751797645107,0.829366140679326,Pakistan,Denmark,3,4
DKPL,DK,PL,-14.769747254193009,-21.06067067192898,790274.2610435997,115.84135176959873,0.8658286529375055,Poland,Denmark,4,4
DKRO,DK,RO,-15.734190925858796,-23.369632578302866,1524468.6199866235,101.54544079818587,0.7999465097619685,Romania,Denmark,4,4
DKRU,DK,RU,-16.10470827863943,-23.1405725419571,4910643.87336219,206.77660037218627,0.838459481144691,Russian Federation,Denmark,4,4
DKSA,DK,SA,-16.62893584461817,-23.278249544014077,4458046.408687931,98.38964110541342,NA,Saudi Arabia,Denmark,3,4
DKSE,DK,SE,-13.147583915658071,-19.094395370871943,726329.3132609882,128.13289166617045,0.5377551930106089,Sweden,Denmark,4,4
DKTR,DK,TR,-16.06088749470477,-23.125147370624394,2629636.7305789716,152.89058440134454,0.9074618882054025,Turkey,Denmark,3,4
DKUA,DK,UA,-15.162803661848672,-21.655439114958142,1672089.1569372236,105.4919748281146,0.8467504680395828,Ukraine,Denmark,4,4
DKUS,DK,US,-15.916439480352787,-23.233833678205315,7434635.109801959,208.1559704949568,0.5957921012748506,United States of America,Denmark,2,4
DKVN,DK,VN,-15.7119336800977,-23.347113799438915,9009149.75842561,165.8410096326124,0.9030935187661585,Viet Nam,Denmark,3,4
DKZA,DK,ZA,-15.700171010916666,-22.832418960288226,9693350.542809812,208.1559704949568,0.5957921012748506,South Africa,Denmark,1,4
DZEG,DZ,EG,-13.491622015769495,-22.735149798689953,2662939.4319045553,0,0,Egypt,Algeria,1,1
DZES,DZ,ES,-14.040803797043177,-20.35295448401275,1482568.5966434423,166.39748513958506,NA,Spain,Algeria,4,1
DZFI,DZ,FI,-15.830837666346355,-22.776153070184787,4330281.938420905,83.39008607952832,NA,Finland,Algeria,4,1
DZFR,DZ,FR,-12.346456218664962,-20.304369945748416,2005678.0463712623,NA,NA,France,Algeria,4,1
DZGB,DZ,GB,-14.266686423216514,-21.896482453256237,2950091.4390666047,156.59282004870923,NA,United Kingdom of Great Britain and Northern Ireland,Algeria,4,1
DZGR,DZ,GR,-15.248962978285054,-22.296130770317948,2139916.1320622116,NA,NA,Greece,Algeria,4,1
DZHU,DZ,HU,-15.770354295665431,-23.377141452904922,2581457.1800186126,170.62496313754698,NA,Hungary,Algeria,4,1
DZID,DZ,ID,-18.118006312291996,-23.81857277183398,12926341.083905058,140.69020878687894,NA,Indonesia,Algeria,3,1
DZIL,DZ,IL,-16.29186995046421,-31.900608815731033,3082440.3144552796,104.11151944570605,NA,Israel,Algeria,3,1
DZIN,DZ,IN,-19.36942917898775,-23.79234638522969,7468562.1450804025,124.34005973780548,NA,India,Algeria,3,1
DZIQ,DZ,IQ,-14.895989360160673,-25.440196574569093,3946994.5920423996,0,0,Iraq,Algeria,3,1
DZIT,DZ,IT,-13.567022433021581,-20.36741228335173,1873638.455267,107.32403587910284,NA,Italy,Algeria,4,1
DZJO,DZ,JO,-15.600155822810997,-23.723032908202818,3203043.900612981,0,0,Jordan,Algeria,3,1
DZJP,DZ,JP,-16.1576878395772,-22.880004056477752,11493418.884076584,153.20765594659073,NA,Japan,Algeria,3,1
DZKR,DZ,KR,-15.467076288665451,-22.457759679034297,10765862.805432204,141.63370671766592,NA,Republic of Korea,Algeria,3,1
DZKW,DZ,KW,-15.076116499307552,-25.819148364636295,4343536.727887843,0,0,Kuwait,Algeria,3,1
DZKZ,DZ,KZ,-16.261317479280052,-26.740427244429295,5925798.890590417,33.53410112144537,NA,Kazakhstan,Algeria,3,1
DZLV,DZ,LV,-16.155605068950173,-23.379611652070327,3662605.5536643467,106.99838413284071,NA,Latvia,Algeria,4,1
DZMA,DZ,MA,-14.607609557740366,-21.927286138531738,890148.5842618875,0,0,Morocco,Algeria,1,1
DZMX,DZ,MX,-16.06543284336412,-24.052826781795815,10190474.224285988,166.39748513958506,NA,Mexico,Algeria,2,1
DZNL,DZ,NL,-15.284626070996513,-20.795162336200246,2736832.3983540614,NA,NA,Netherlands,Algeria,4,1
DZNO,DZ,NO,-14.620866488902434,-24.482314642154094,3819961.3974111485,59.34987452786549,NA,Norway,Algeria,4,1
DZOM,DZ,OM,-13.811528267066,-25.542334422634685,5482512.579824729,0,0,Oman,Algeria,3,1
DZPH,DZ,PH,-18.06785937971424,-25.955531538404944,12039044.412152203,156.59282004870923,NA,Philippines,Algeria,3,1
DZPK,DZ,PK,-18.59726928587655,-26.09322710648177,6429486.439538183,39.749870088990654,NA,Pakistan,Algeria,3,1
DZPL,DZ,PL,-16.227646226043756,-23.314036915098185,3022632.579500523,63.2763644027041,NA,Poland,Algeria,4,1
DZPT,DZ,PT,-13.997186569136895,-21.65694713643006,1632887.113319851,70.66751913990753,NA,Portugal,Algeria,4,1
DZQA,DZ,QA,-13.52154648547998,-25.659231096719793,4773407.996647338,0,0,Qatar,Algeria,3,1
DZRO,DZ,RO,-15.732572310792623,-22.914123438797816,2781671.4193882314,30.524406736729144,NA,Romania,Algeria,4,1
DZRS,DZ,RS,-15.357075542968463,NA,2397573.5979485167,NA,NA,Serbia,Algeria,4,1
DZRU,DZ,RU,-15.04903816562286,-23.713422350042666,7719231.017814335,152.13440792344912,NA,Russian Federation,Algeria,4,1
DZSA,DZ,SA,-14.441069861712698,-24.11438687147751,4177256.9899559454,0,0,Saudi Arabia,Algeria,3,1
DZSE,DZ,SE,-16.328027956811805,-22.381505618300626,3886973.171077521,83.39008607952832,NA,Sweden,Algeria,4,1
DZSK,DZ,SK,-16.928741226668382,-24.65449004238186,2701455.0398533815,NA,NA,Slovakia,Algeria,4,1
DZTH,DZ,TH,-17.80002696354025,-23.15651767635524,9906681.578694483,138.43179218948518,NA,Thailand,Algeria,3,1
DZTR,DZ,TR,-15.821679169370851,-21.545860301542316,3186026.422426937,118.9777237575461,NA,Turkey,Algeria,3,1
DZUS,DZ,US,-14.494655878787254,-21.997064016224527,8964228.801966947,156.59282004870923,NA,United States of America,Algeria,2,1
DZVN,DZ,VN,-13.876254694580641,-24.840922096409443,10570430.466834312,136.84586225593128,NA,Viet Nam,Algeria,3,1
DZZA,DZ,ZA,-13.640918285574832,-24.061956275736367,6904254.578668454,156.59282004870923,NA,South Africa,Algeria,1,1
EEES,EE,ES,-15.150745483989073,-23.603886547672317,2982313.3291147454,NA,0.8659178033342247,Spain,Estonia,4,4
EEFI,EE,FI,-11.50441019510078,-19.08471813916006,556597.4539663672,NA,0.8773290541142907,Finland,Estonia,4,4
EEFR,EE,FR,-14.987833254507128,-23.517574367691378,2155444.956634281,NA,0.8742087902291166,France,Estonia,4,4
EEGB,EE,GB,-14.211134093244295,-22.832693357214318,1906959.073671216,NA,0.9048765267005437,United Kingdom of Great Britain and Northern Ireland,Estonia,4,4
EEGR,EE,GR,-13.045736744962765,-25.09023598513704,2244501.6370696942,NA,0.8860657929927788,Greece,Estonia,4,4
EEHR,EE,HR,-12.470229707569693,-24.10352232492508,1694529.2039419105,NA,0.8633324418293662,Croatia,Estonia,4,4
